iter	Logloss	AUC	Precision	Recall
309	0.06454966215	0.8895536661	0.9859649123	0.1523861171
310	0.06443893468	0.8900241554	0.9895833333	0.1545553145
311	0.06442430898	0.8900829554	0.9895470383	0.1540130152
312	0.06441822435	0.8900922835	0.9895470383	0.1540130152
313	0.06439286453	0.8902666271	0.9895470383	0.1540130152
314	0.06436883237	0.8903435767	0.9896551724	0.1556399132
315	0.06420620813	0.8909811676	0.9896193772	0.1550976139
316	0.06420569211	0.8909851015	0.9896551724	0.1556399132
317	0.06420321956	0.8909875453	0.9896193772	0.1550976139
318	0.06417776299	0.8910354078	0.9897610922	0.1572668113
319	0.06416005735	0.8910970986	0.9897610922	0.1572668113
320	0.06411950744	0.8912214339	0.9897610922	0.1572668113
321	0.06408573019	0.8912744224	0.9897260274	0.1567245119
322	0.06408325226	0.8912624419	0.9897260274	0.1567245119
323	0.06398425868	0.8915219009	0.9898989899	0.1594360087
324	0.06398284503	0.8915291131	0.9899328859	0.159978308
325	0.0639603394	0.8916001916	0.9899665552	0.1605206074
326	0.0638828463	0.891979903	0.9867109635	0.1610629067
327	0.06380443405	0.8921086192	0.9867109635	0.1610629067
328	0.06378078353	0.8921652138	0.9867109635	0.1610629067
329	0.06372524779	0.8925142586	0.9867549669	0.1616052061
330	0.06371911478	0.8925217688	0.9867109635	0.1610629067
331	0.06367104508	0.8926427066	0.9868421053	0.1626898048
332	0.06364100354	0.8927111924	0.9901639344	0.1637744035
333	0.06357129898	0.8930284977	0.9900662252	0.1621475054
334	0.06347961557	0.8931690156	0.9901315789	0.1632321041
335	0.0634519552	0.8932232857	0.9901639344	0.1637744035
336	0.06343018597	0.8933361471	0.9901639344	0.1637744035
337	0.06329661424	0.8942287862	0.9902597403	0.1654013015
338	0.06324822741	0.8944294155	0.990228013	0.1648590022
339	0.06311042547	0.8949248791	0.9902912621	0.1659436009
340	0.06308637181	0.8950176835	0.9902597403	0.1654013015
341	0.06306508096	0.8950945437	0.990228013	0.1648590022
342	0.06304700443	0.895237118	0.9903225806	0.1664859002
343	0.06301674251	0.8953319192	0.9903536977	0.1670281996
344	0.06295219807	0.8956524432	0.9903536977	0.1670281996
345	0.06281844897	0.8959069848	0.9936305732	0.169197397
346	0.062808634	0.8959107101	0.9936102236	0.1686550976
347	0.06277846883	0.8960295022	0.9936102236	0.1686550976
348	0.06274645999	0.8960889578	0.9936708861	0.1702819957
349	0.0627289586	0.8961518407	0.9936908517	0.170824295
350	0.06266491942	0.8962320387	0.9937106918	0.1713665944
351	0.06262106382	0.896484226	0.9937106918	0.1713665944
352	0.06261715611	0.8964993656	0.9937106918	0.1713665944
353	0.06261048021	0.8965090811	0.9937106918	0.1713665944
354	0.06251930205	0.8967916667	0.9937106918	0.1713665944
355	0.06247269977	0.8969018459	0.9938080495	0.1740780911
356	0.06241521824	0.8971141279	0.9938271605	0.1746203905
357	0.06226340873	0.8977870047	0.9938461538	0.1751626898
358	0.06224206951	0.8979157805	0.9938461538	0.1751626898
359	0.06224045697	0.8979044855	0.9938461538	0.1751626898
360	0.06221038855	0.8980199099	0.9938461538	0.1751626898
361	0.06218591563	0.8981077373	0.9939393939	0.1778741866
362	0.06213510462	0.8983778656	0.9939577039	0.1784164859
363	0.06212632705	0.8984031081	0.9939759036	0.1789587852
364	0.06209682302	0.8984732032	0.994047619	0.1811279826
365	0.06204807068	0.8986530304	0.9910447761	0.1800433839
366	0.06203619167	0.898696214	0.9910979228	0.1811279826
367	0.06196212252	0.8988789618	0.9911504425	0.1822125813
368	0.06189650306	0.8990641236	0.9940652819	0.181670282
369	0.06186790205	0.8991919756	0.9910979228	0.1811279826
370	0.06185792582	0.8992381096	0.9910979228	0.1811279826
371	0.06178914579	0.8994730413	0.9911764706	0.1827548807
372	0.0617432584	0.8995354772	0.991202346	0.18329718
373	0.06172406922	0.8995521665	0.991202346	0.18329718
374	0.06168371282	0.899736613	0.9912536443	0.1843817787
375	0.06168105214	0.8997627497	0.9912280702	0.1838394794
376	0.06164722651	0.89986974	0.9913043478	0.1854663774
377	0.06159681863	0.899921149	0.9913294798	0.1860086768
378	0.06136308693	0.9009658694	0.9913793103	0.1870932755
379	0.06135807732	0.9010127485	0.9913793103	0.1870932755
380	0.06130735769	0.9011756778	0.9914040115	0.1876355748
381	0.06129479603	0.9012315869	0.9914529915	0.1887201735
382	0.06120282236	0.9018296897	0.9943502825	0.1908893709
383	0.06118986832	0.9018515348	0.9943661972	0.1914316703
384	0.06118811066	0.9018527865	0.9943661972	0.1914316703
385	0.06112329746	0.9021691084	0.9944134078	0.1930585683
386	0.06100138437	0.9024255872	0.9943820225	0.1919739696
387	0.06099218754	0.902487874	0.9943820225	0.1919739696
388	0.06095769002	0.9025912583	0.9943977591	0.192516269
389	0.06081114814	0.9031644464	0.9944444444	0.194143167
390	0.06071326183	0.9032994509	0.9945504087	0.1979392625
391	0.06066449874	0.9034984112	0.9945355191	0.1973969631
392	0.06061742882	0.903619349	0.9945504087	0.1979392625
393	0.06048389472	0.9041746855	0.9919786096	0.2011930586
394	0.06041943091	0.9044078588	0.992	0.2017353579
395	0.06040851942	0.9043933153	0.9919786096	0.2011930586
396	0.06039209843	0.9044305682	0.992	0.2017353579
397	0.06023582757	0.904946804	0.9920844327	0.2039045553
398	0.06023533844	0.9049455822	0.9920844327	0.2039045553
399	0.06023305939	0.9049576819	0.9921259843	0.204989154
400	0.06022995257	0.9049518704	0.9921259843	0.204989154
401	0.06020916698	0.9050162733	0.9921465969	0.2055314534
402	0.06019969602	0.9050446153	0.9921671018	0.2060737527
403	0.06012761029	0.9052873552	0.9921259843	0.204989154
404	0.06010731384	0.905351758	0.9921671018	0.2060737527
405	0.06004711249	0.9055511951	0.9921671018	0.2060737527
406	0.0599843956	0.9056855142	0.9922279793	0.2077006508
407	0.05997838621	0.9057320356	0.992248062	0.2082429501
408	0.05996662008	0.9057923853	0.9922279793	0.2077006508
409	0.05996538917	0.9058125615	0.9922279793	0.2077006508
410	0.0599081764	0.9060460925	0.9922279793	0.2077006508
411	0.05980000749	0.906280458	0.9948320413	0.2087852495
412	0.05975545312	0.906360805	0.9948320413	0.2087852495
413	0.05969993889	0.9065091014	0.9948586118	0.2098698482
414	0.0596780944	0.9066075385	0.9948453608	0.2093275488
415	0.05964978902	0.9066792727	0.9948849105	0.2109544469
416	0.0596095885	0.9068280458	0.9948849105	0.2109544469
417	0.0595514297	0.90694049	0.9948979592	0.2114967462
418	0.05946830885	0.9073045254	0.9949494949	0.2136659436
419	0.05938040415	0.9078367352	0.9949622166	0.214208243
420	0.05936647721	0.9079284072	0.9949367089	0.2131236443
421	0.05933685493	0.90798527	0.9949622166	0.214208243
422	0.05927443904	0.9082057178	0.9949874687	0.2152928416
423	0.05915951898	0.9087713361	0.9950617284	0.2185466377
424	0.05912660174	0.9088540077	0.995049505	0.2180043384
425	0.05898945556	0.9091660082	0.9951219512	0.2212581345
426	0.05897263144	0.9092149734	0.9951219512	0.2212581345
427	0.05896914299	0.9092638493	0.9950980392	0.2201735358
428	0.05895840887	0.9093440771	0.99513382	0.2218004338
429	0.05889193477	0.9095502496	0.99513382	0.2218004338
430	0.05885436805	0.9096370637	0.995157385	0.2228850325
431	0.05877492379	0.9096868038	0.9952038369	0.2250542299
432	0.05865652602	0.9101273715	0.9952380952	0.226681128
433	0.05861506772	0.910174489	0.9952267303	0.2261388286
434	0.05848644111	0.9106186032	0.9952606635	0.2277657267
435	0.05840552943	0.9108617902	0.9953271028	0.2310195228
436	0.05839111336	0.9108721614	0.9953379953	0.2315618221
437	0.05835123535	0.9110244215	0.9953379953	0.2315618221
438	0.05827462377	0.9113847017	0.9953271028	0.2310195228
439	0.05823736344	0.9115360379	0.9953271028	0.2310195228
440	0.05814989949	0.9118178487	0.9953596288	0.2326464208
441	0.05811601473	0.9118722081	0.9953810624	0.2337310195
442	0.05809118706	0.9119480848	0.9953810624	0.2337310195
443	0.05800177732	0.9122628868	0.995412844	0.2353579176
444	0.05798173349	0.9123173356	0.995412844	0.2353579176
445	0.05785958927	0.9127530158	0.995423341	0.2359002169
446	0.05784504957	0.9128331542	0.995423341	0.2359002169
447	0.05777970962	0.9130471647	0.995423341	0.2359002169
448	0.05776546018	0.9130825698	0.9954441913	0.2369848156
449	0.05773347822	0.9132595062	0.9954545455	0.237527115
450	0.05769343357	0.9133274555	0.9954751131	0.2386117137
451	0.05764105303	0.9135080576	0.995505618	0.2402386117
452	0.05763761295	0.9135280252	0.9954954955	0.2396963124
453	0.05751989246	0.9140709043	0.9954954955	0.2396963124
454	0.0575016493	0.9140930176	0.9955156951	0.2407809111
455	0.05747468233	0.9141620398	0.9955156951	0.2407809111
456	0.05744639307	0.914258182	0.9955156951	0.2407809111
457	0.05740192471	0.9143851697	0.995505618	0.2402386117
458	0.05740075293	0.9143990278	0.995505618	0.2402386117
459	0.05739673234	0.9144040644	0.995505618	0.2402386117
460	0.05732708691	0.9145554006	0.995545657	0.2424078091
461	0.05729100911	0.9146776795	0.995545657	0.2424078091
462	0.05727585127	0.9147332311	0.9955555556	0.2429501085
463	0.05726613843	0.9147862196	0.9955555556	0.2429501085
464	0.05720333553	0.9150490761	0.9955654102	0.2434924078
465	0.05708447014	0.9154266715	0.9955752212	0.2440347072
466	0.05705155828	0.9154947102	0.9956043956	0.2456616052
467	0.0569154925	0.915910691	0.9956043956	0.2456616052
468	0.05689545405	0.9159512818	0.9956140351	0.2462039046
469	0.0568774904	0.9160176516	0.9956236324	0.2467462039
470	0.05685129744	0.9160812199	0.9956616052	0.2489154013
471	0.05681183331	0.916220516	0.9956521739	0.248373102
472	0.05677537925	0.9162970483	0.9956989247	0.2510845987
473	0.05676716069	0.9163311422	0.9956989247	0.2510845987
474	0.0567571576	0.9163468182	0.9957081545	0.251626898
